PRICE,TITLE,LOCATION,DETAILS,FEATURES,DESCRIPTIONS,IMAGE
576 800 TND,À vendre 2 villas en front de mer à Sousse,"Sousse Ville, Sousse Ville","['250 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse']","Vente combinée : 2 villas en front de mer à Houmet Chott – Sousse

Situées à Houmet Chott – Sousse, ces deux villas se trouvent en front de mer, sur un terrain de 473 m². L’orientation sud-est assure un ensoleillement optimal et une vue dégagée sur la mer, idéale pour profiter pleinement du cadre naturel.

Chaque villa est de type S2 et offre :

Deux chambres spacieuses

Un salon lumineux avec accès vers l’extérieur

Une cuisine moderne...",https://www.mubawab-media.com/ad/8/191/121F/h/1_80773192.avif
85 000 TND,À Vendre: Appartement S2 à Cité Rayhan,"Sousse Ville, Sousse Ville","['70 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage']","Nous vous proposons un appartement de type S2 idéalement situé dans le quartier Cité Rayhan, à quelques mètres des facultés et de toutes les commodités (commerces, transports), offrant une parfaite accessibilité pour les étudiants ou toute personne à la recherche d’un cadre de vie pratique.

Caractéristiques de l'appartement :
 1 salon lumineux à l'entrée, parfait pour recevoir vos invités.
 2 chambres à coucher spacieuses, avec des fenêtres...",https://www.mubawab-media.com/ad/8/191/117F/h/2025-06-25_184513_80773146.avif
Prix à consulter,Studio s1 à vendre,"Sousse Ville, Sousse Ville","['50 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']",['Vue sur mer'],"Située dans un quartier calme de Sousse,
proche des commerces et des transports.
Idéal pour habitation ou investissement",https://www.mubawab-media.com/ad/8/099/783F/h/MODELE%202_79843508.avif
160 000 TND,A vendre maison indépendant sur trois niveaux à Bo,"Bouhssina, Sousse Ville","['120 m²', '6 Pièces', '6 Chambres', '1 Salle de bain']",['Vue sur mer'],"IGH immobiliere met à votre disposition une spacieuse maison familiale sur 3 niveaux, située dans un quartier calme à Bohsina Sousse
 Caractéristiques principales :
Superficie généreuse répartie sur trois étages
Chaque étage dispose d’un espace de vie lumineux et bien agencé
Cuisine spacieuse (non équipée)
Plusieurs chambres à coucher avec une belle luminosité naturelle
Un petit jardin et un balcon 
Salle de douche à chaque niveau
Idéale...",https://www.mubawab-media.com/ad/8/167/606F/h/Picture-1932060-1-watermark_80536308.avif
Prix à consulter,À VENDRE – Villa Plain pied à Cité Zahra SOUSSE,"Bouhssina, Sousse Ville","['845 m²', '1 Pièce', '2 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Climatisation', 'Chauffage central', 'Cuisine équipée']","Dahmen Immobilier vous propose à la vente Villa Plain-pied à Cité Zahra, Sousse 
Emplacement : Quartier résidentiel à Cité Zahra – Sousse

** Superficie terrain : 845 m²
** Superficie bâtie : 350 m² 
**Vocation : R2 

 Possibilité d’extension Cette villa de plain-pied, isolée sur les 4 côtés, offre un cadre de vie paisible avec un grand jardin arboré de fruitiers et une belle façade.

** Elle se compose de : 
-Un hall d’entrée avec un s...",https://www.mubawab-media.com/ad/8/176/209F/h/IMG_3367_80624003.avif
207 400 TND,"Appartement pres de la banque centrale 
sousse","Sousse Ville, Sousse Ville","['122 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Terrasse', 'Meublé', 'Climatisation', 'Chauffage central', 'Cuisine équipée']","APPARTEMENT A USAGE DE BUREAU OU HABITATION 3 PIECES (A RENOVER) AU 2 EME ETAGE.
ADRESSE: AU CENTRE VILLE BAB JEDID PRES DE LA BANQUE CENTRALE SOUSSE",https://www.mubawab-media.com/ad/8/164/763F/h/thumb_51549_property_xlarge_80508452.avif
234 600 TND,"Appartement pres de la banque centrale 
sousse","Sousse Ville, Sousse Ville","['138 m²', '5 Pièces', '5 Chambres', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Vue sur mer', 'Concierge', 'Meublé', 'Façade extérieure', 'Salon européen', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Cuisine équipée']","APPARTEMENT A USAGE DE BUREAU OU HABITATION 5 PIECES ET UNE CUISINE (A RENOVER) AU 1ER ETAGE.
ADRESSE: AU CENTRE VILLE BAB JEDID PRES DE LA BANQUE CENTRALE SOUSSE",
250 000 TND,A Vendre Appartement S3 à Panorama,"Sousse Corniche, Sousse Ville","['105 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']",['Cuisine équipée'],"A Vendre Appartement S3 à Panorama, Khzema
Chez IGH Immobilière, découvrez un appartement S3 à Panorama, Située dans un quartier calme et résidentiel, à proximité des commodités essentielles
Composition :
Salon/ salle à manger
Trois chambres à coucher
Salle d'eau pour les invités
Salle de bain
Cuisine équipée
Balcon
Superficie de 105 m² 
Prix 250.000 DT
Documents en règle pour un achat sécurisé
Ne manquez pas cette opportunité excepti...",
220 000 TND,À Vendre – Appartement S2 Meublé à Trocadéro,"Sousse Ville, Sousse Ville","['115 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Chambre rangement']","Emplacement : Trocadéro – Quartier prisé, proche du centre-ville et de toutes les commodités (restaurants, bars lounge, mer, hôtels, etc.)

Prix attractif sur le marché
Superficie totale : 120 m²
Surface habitable : 115 m²
Étage : 2e étage dans un petit immeuble R2 (sans ascenseur)

Description du bien : 

À découvrir, un appartement S2 meublé, spacieux et lumineux, situé dans un immeuble calme. Ce bien offre un cadre de vie confortable...",
600 000 TND,Appartement avec Vue sur Mer à Sousse,"Sousse Corniche, Sousse Ville","['235 m²', '4 Pièces', '2 Chambres', '3 Salles de bains']",[],"À vendre à Sousse – Zone touristique, front de mer
Appartement haut standing S2 – 235 m² (dont 25 m² de terrasse)
Vue mer panoramique
Suite parentale avec jacuzzi
Salon lumineux, cuisine américaine équipée
Salle de bain moderne, climatisation, chauffage central
4ᵉ étage avec ascenseur – Résidence sécurisée et bien entretenue
Proche plages, restaurants, commerces

Contact en message privé pour infos et visite.

#AppartementVueMer #Souss...",
340 000 TND,Maison arabe à vendre à sousse,"Sousse Ville, Sousse Ville","['100 m²', '3 Pièces', '3 Chambres', '2 Salles de bains']",[],"Nous mettons en vente , Maison arabe à El Medina Sousse. un maison sur un terrain de 100 m².
 se compose 
 trois pièces
 Salon
 salle à manger 
Une cuisine équipée 
 Une salle de bain
 Sous sol ( dehlise). 
Pour plus d'informations , vous pouvez nous contacter sur : 00216 22 105 711 00216 29 480 165 00216 20 480 165 E-mail : direction@dahmenimmobilier.tn",
1 100 000 TND,Belle résidence à la corniche à 200m de la mer,"Sousse Corniche, Sousse Ville","['932 m²', '24 Pièces', '24 Chambres', '10 Salles de bains']","['Chambre rangement', 'Meublé', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Réfrigérateur', 'Four']","il s’agit d’une résidence de 932m2, de 3 niveaux avec un 4ème niveau constructible (permis de construction existant) avec titre foncier.
elle est composée de 24 pièces qui sont réparties comme suit:
10 double, 6 triple, 2 single, 2 suites (4 pièces double communicantes entre elles) une avec 4 lits et l’autre avec 5 lits.
elle est située dans une zone très animée à proximité des restaurants, de grandes surfaces et surtout à 200 m² de la belle p...",
385 000 TND,A vendre duplex à Bouhsina,"Bouhssina, Sousse Ville","['143 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Climatisation', 'Chauffage central', 'Cuisine équipée']","A vendre un Duplex à Bouhsina
Étendue majestueuse : 143 m².
Ses Atouts :
deux chambres
Salon baigné de lumière avec balcon
Cuisine équipée
Salle d'au avec douche
Chauffage central et climatisation.
Nous sommes à votre disposition pour toute information. N'hésitez pas à nous contacter 216 53 361 361 / 216 25 581 333 / 216 26 836 800 /216 24 550 444 , ou par email : contact@novacasa.tn",
480 000 TND,Appartement s2 haut standing à vendre à Sousse,"Bouhssina, Sousse Ville","['128 m²', '2 Pièces', '3 Chambres', '1 Salle de bain']","['Terrasse', 'Climatisation', 'Chauffage central']","Agence Immobilière Kantaoui a le plaisir de vous proposer un appartement type S2 de standing sur la zone touristique de Sousse sis au sixième étage d'une résidence gardée 24/24 et à 200 mètres de la plage
L'appartement a comme superficie128m² reparti comme suivant :
Salon et salle à manger avec terrasse vue mer latéral
Cuisine indépendante agencée , équipée (Plaques , Haute) et doté par une séchoir
02 chambres à coucher avec dressing
01 salle de...",
1 300 000 TND,Immeuble à vendre sousse,"Sousse Ville, Sousse Ville",['3 Chambres'],"['Jardin', 'Terrasse', 'Garage', 'Vue sur mer', 'Concierge', 'Antenne parabolique', 'Climatisation']","Joli immeuble à vendre Dahmen Immobilier met sur le marché  un immeuble 750 m² couverts a HAY TAAMIR Sousse. il est destiné pour une habitation simple ou pour un projet d'investissement gras a son emplacement ... Cet immeuble est composé de3étages chaque étage à 3 appartements : 1.300.000 dt * Nos services : - accompagnements jusqu'a la signature du contrat. Soyez le bienvenue à notre agence Immobilière : Route de la plage, ElMenchia immeuble Pan...",https://www.mubawab-media.com/ad/7/759/688F/h/photo_00_53898651.avif
Prix à consulter,Appartement à l'achat. 3 chambres agréables. Jardin et terra...,"Chatt Meriem, Sousse Ville","['130 m²', '3 Chambres', '2 Salles de bains']","['Jardin', 'Terrasse', 'Garage', 'Ascenseur', 'Vue sur mer', 'Piscine', 'Concierge', 'Meublé', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver', 'Micro-ondes']","Faites une belle affaire en achetant cet appartement. 3 chambres, 1 salle de bains, 130 m². 1er étage. Moins de 20 ans. Type de sol: Carrelage.

Cet appartement est proposé à la vente . Vous bénéficierez d'une terrasse et d'un jardin. Appréciez le confort de la climatisation. La résidence dispose également d'un service de concierge.

Programmez dès maintenant votre visite pour cet appartement d'exception. Antenne parabolique. Profitez d'une v...",https://www.mubawab-media.com/ad/8/017/677F/h/IMG_20250805_101655_635_81143999.avif
395 000 TND,Vend appartement à Chatt Meriem. Superficie 80 m². Meublé,"Chatt Meriem, Sousse Ville","['80 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Chambre rangement']","Découvrez cet appartement à vendre. Prix 395 000 TND. 2 chambres, 1 salle de bains, 80 m². 1 Pièces. 1er étage. Moins d'un an. Type de sol: Carrelage. Meublé.

Venez découvrir cet appartement à vendre à Chatt Meriem. Profitez d'une vue magnifique sur la mer et du calme absolu avec fenêtres en double vitrage. Chauffage central. Résidence parfaitement équipée avec ascenseur et parking. Vous profiterez également d'une belle terrasse.

Programmez dès...",https://www.mubawab-media.com/ad/8/176/209F/h/IMG_3367_80624003.avif
460 000 TND,"Villa à Sousse  
3 studios déjà loués","Sousse Riadh, Sousse Ville","['8 Pièces', '5 Chambres', '5 Salles de bains']","['Terrasse', 'Ascenseur', 'Vue sur mer', 'Concierge', 'Meublé', 'Façade extérieure', 'Salon européen', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Cuisine équipée']","Villa qui fait l'angle sur deux étages située à Cité Eriadh, Sousse, sur la route principale P12 menant vers Kairouan.
Avec 3 studios séparés déjà loués offrant un bon rendement.

La villa bénéficie d'un emplacement stratégique, avec un jardin public séparant la propriété de la route principale. Le standing est moyen, idéal pour une habitation confortable ou un investissement locatif.

Rez-de-chaussée :

Une suite

Chambre d'invité

Cuisine avec...",https://www.mubawab-media.com/ad/8/240/378F/h/FB_IMG_1761221529595_81286481.avif
600 000 TND,Appartement avec Vue sur Mer à Sousse,"Sousse Corniche, Sousse Ville","['235 m²', '4 Pièces', '2 Chambres', '3 Salles de bains']","['Terrasse', 'Garage', 'Façade extérieure', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Porte blindée']","À vendre à Sousse – Zone touristique, front de mer
Appartement haut standing S2 – 235 m² (dont 25 m² de terrasse)
Vue mer panoramique
Suite parentale avec jacuzzi
Salon lumineux, cuisine américaine équipée
Salle de bain moderne, climatisation, chauffage central
4ᵉ étage avec ascenseur – Résidence sécurisée et bien entretenue
Proche plages, restaurants, commerces

Contact en message privé pour infos et visite.

#AppartementVueMer #Souss...",https://www.mubawab-media.com/ad/8/213/224F/h/salon_80996714.avif
170 000 TND,A vendre appartement S2 a Sousse,"Sousse Ville, Sousse Ville","['70 m²', '5 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Meublé', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver']","A vendre appartement s2 a citee olympique sousse
-titre individuel
-rue salle couverte
-1ere etage
-Orientation ideale ( Est )
-Parking spacieux a l'interieur
-Proche de toutes les commodités
-Immeuble calme de 3 etages seulement
-Chauffage centrale
-climatiseur
-balcon spacieux
-Gaz de ville
-70m de surface
-من المالك مباشرة دون وسيط
-Le prix est un peu negociable",https://www.mubawab-media.com/ad/8/191/121F/h/1_80773192.avif
200 000 TND,Bel appartement à vendre à Chatt Meriem,"Chatt Meriem, Sousse Ville","['80 m²', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Concierge', 'Façade extérieure', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée']","Faites une belle affaire en achetant cet appartement.
Prix 200 000 TND.
2 chambres, 1 salle de bains, meublé , surface 80 m².
3ème étage.
Bon état.
Meublé.

Venez découvrir cet appartement à vendre à Chatt Meriem",https://www.mubawab-media.com/ad/8/191/117F/h/2025-06-25_184513_80773146.avif
400 000 000 TND,"S2 rénové – en face Tej Marhaba, 2 min de la mer","Sousse Ville, Sousse Ville","['90 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']",['Vue sur mer'],"À saisir, superbe appartement S2 avec titre bleu individuel, situé au 2ᵉ étage de la prestigieuse Résidence Bouzaabia, en plein centre-ville de Sousse. Emplacement exceptionnel : juste en face de l’hôtel Tej Marhaba et à seulement 2 minutes à pied de la plage.

Atouts :

Salon lumineux  2 chambres confortables

Chauffage central et climatisation dans toutes les pièces

Cuisine moderne équipée  rangements intégrés

Placards muraux pratiq...",https://www.mubawab-media.com/ad/8/274/587F/h/066_81657009.avif
Prix à consulter,Studio s1 à vendre,"Sousse Ville, Sousse Ville","['50 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']",['Vue sur mer'],"Située dans un quartier calme de Sousse,
proche des commerces et des transports.
Idéal pour habitation ou investissement",https://www.mubawab-media.com/ad/8/310/870F/h/20220613_162211_82044187.avif
207 400 TND,"Appartement pres de la banque centrale 
sousse","Sousse Ville, Sousse Ville","['122 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']",['Jardin'],"APPARTEMENT A USAGE DE BUREAU OU HABITATION 3 PIECES (A RENOVER) AU 2 EME ETAGE.
ADRESSE: AU CENTRE VILLE BAB JEDID PRES DE LA BANQUE CENTRALE SOUSSE",https://www.mubawab-media.com/ad/8/331/396F/h/IMG_2958_82262239.avif
234 600 TND,"Appartement pres de la banque centrale 
sousse","Sousse Ville, Sousse Ville","['138 m²', '5 Pièces', '5 Chambres', '1 Salle de bain']","['Jardin', 'Vue sur mer']","APPARTEMENT A USAGE DE BUREAU OU HABITATION 5 PIECES ET UNE CUISINE (A RENOVER) AU 1ER ETAGE.
ADRESSE: AU CENTRE VILLE BAB JEDID PRES DE LA BANQUE CENTRALE SOUSSE",https://www.mubawab-media.com/ad/8/323/099F/h/Design%20sans%20titre%20%2833%29_82171793.avif
98 000 TND,A vendre un S1 60m² à Sousse,"Sousse Ville, Sousse Ville","['60 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Jardin', 'Garage']","A vendre un S1 (60m²)
en rez- de jardin à Diar El Ons,
près de Clinique Assalem, Rond-point Panorama en plein centre de Sousse.
(Titre Bleu Global)",https://www.mubawab-media.com/ad/8/307/032F/h/1_82003836.avif
Prix à consulter,"Immeuble a vendre a Swiss 
Sousse","Sousse Ville, Sousse Ville","['336 m²', '3 Pièces', '2 Chambres', '4 Salles de bains']","['Terrasse', 'Ascenseur', 'Vue sur mer', 'Chambre rangement', 'Façade extérieure', 'Salon européen', 'Antenne parabolique', 'Chauffage central', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver']","Opportunité d'investissement exceptionnelle à Sousse (Cité Swiss) : À vendre, un immeuble de coin idéalement situé sur deux artères principales très animées, à moins de 300 mètres de la plage. Édifié sur un terrain de 336 m², cet ensemble immobilier à fort rendement comprend trois boutiques au rez-de-chaussée (sans fonds de commerce), une maison arabe S3 avec cour, ainsi que cinq appartements spacieux (S2 et S3) répartis sur deux niveaux, tous do...",https://www.mubawab-media.com/ad/8/311/372F/h/thumb_242581_property_xlarge_82049599.avif
6 300 000 TND,Exclusivité foncière: immeuble traversant,"Sousse Ville, Sousse Ville","['1005 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Concierge', 'Façade extérieure', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Cuisine équipée', 'Four']","Emplacement Stratégique sur l'Artère Principale de Sousse
À vendre, un immeuble de rapport, idéalement situé sur l'axe le plus convoité de Sousse. Ce bien de 1 005 m² couverts sur un terrain de 639 m² (Titre Bleu individuel) est une opportunité rare pour les promoteurs et investisseurs institutionnels.
UN EMPLACEMENT ET UN POTENTIEL UNIQUES
•	Configuration Traversante : L'immeuble possède une double façade avec un accès principal sur l'artère...",https://www.mubawab-media.com/ad/8/315/422F/h/Design%20sans%20titre%20%284%29_82142381.avif
350 000 TND,Bord de mer vue mer,"Sousse Corniche, Sousse Ville","['170 m²', '4 Pièces', '2 Chambres', '2 Salles de bains']","['Jardin', 'Terrasse', 'Antenne parabolique', 'Climatisation']","SOUSSE CENTRE A 100M DE LA PLACE.
7 EME ETAGE PRIVATIF,
ASCENSSEUR",https://www.mubawab-media.com/ad/8/312/060F/h/thumb_65436_property_xlarge_82059467.avif
610 000 TND,S4 Haut Standing Khezema Zone Touristique,"Sousse Ville, Sousse Ville","['161 m²', '5 Pièces', '4 Chambres', '2 Salles de bains']","['Jardin', 'Terrasse', 'Garage', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Four']","À vendre S4 dans nouvelle construction de haut standing, à proximité de la zone touristique .
Rue de Beyrout, face à l’hôtel Jaz Tour Khalef – emplacement stratégique, proche du commissariat et de toutes commodités.

⸻

Situé au 2ᵉ étage d’un immeuble moderne de deux étages avec ascenseur.

Caractéristiques du bien :
• Grande cuisine entièrement meublée – meubles haut de gamme Delta Cuisine
• Spacieuse suite parentale avec dressing et salle de ba...",https://www.mubawab-media.com/ad/8/308/224F/h/09dce535-ab41-443b-874f-af4430769888_82016123.avif
450 000 TND,A Vendre: Duplex d'Exception à Hergla,"Sousse Medina, Sousse Ville","['145 m²', '5 Pièces', '3 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Vue sur les montagnes', 'Concierge', 'Meublé', 'Façade extérieure', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver', 'Micro-ondes']","OPPORTUNITÉ RARE : DUPLEX À HERGLA

L'Agence Immobilière Ezzayatine met en vente un duplex spacieux de 145 m² situé dans un quartier calme de Hergla, à quelques minutes à pied de la plage.

Points clés :



Surface : 145 m²

Emplacement : Hergla, secteur recherché

Atout : Proximité mer et fort rendement locatif

Contactez-nous pour une visite :

 Agence El Menchia

55 050 501 / 55 050 502

ezzayatine.immobiliere@gmail.com",https://www.mubawab-media.com/ad/8/304/454F/h/2fb0f9d0-21d1-44c8-a9d4-b1808a4359c9_81977933.avif
270 000 TND,À vendre une maison a sousse,"Sousse Ville, Sousse Ville","['200 m²', '6 Pièces', '6 Chambres', '2 Salles de bains']","['Ascenseur', 'Salon européen', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée']","Agence BASMA Immobilière vous propose à la vente une maison de type S6, d’une superficie de 200 m² de terrain, idéalement située à Sousse Ville – Bled Arbi, dans un quartier calme et sécurisé.
Composition :
02 salons
02 cuisines
6 chambres à coucher
02 salles de bain
Prix : 270 000 DT
Pour plus de renseignements ou pour planifier une visite :
Téléphone : 46 010 000 / 52 080 000 / 73 319 380
WhatsApp : 46 010 000
Site web : www.basma-imm...",https://www.mubawab-media.com/ad/8/312/814F/h/Votre%20texte%20de%20paragraphe%20%289%29_82067455.avif
600 000 TND,A vendre un beau maison s3 à chatt mariem,"Sousse Ville, Sousse Ville","['200 m²', '2 Chambres']","['Jardin', 'Terrasse', 'Garage']","Notre #agence #Immobilière #Elkantaoui #sousse met en vente un joli maison s3 double façade avec grande terrasse de haute standing prés de toute commodités ,à 100m de la plage à Chatt Mariem

l'appartement a 200 m² comme superficie et 240m2 couvert, composé à l'entrée d'un lumineux salon et salle à manger , une suite parentale avec cabine douche une grande chambre à coucher , une cuisine bien équipée avec une plaque hotte et four et avec coin à m...",https://www.mubawab-media.com/ad/8/321/507F/h/1_82155560.avif
Prix à consulter,"À VENDRE, Immeuble R2 zaouiet Sousse","Zaouiet, Sousse Ville","['259 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']","['Concierge', 'Meublé', 'Salon européen', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver', 'Micro-ondes']","L’Agence Immobilière Riahi met à votre disposition un immeuble à fort potentiel, idéal pour investissement ou usage mixte (habitation et activité professionnelle). Emplacement stratégique : situé à Zaouiet Sousse, à proximité de la société TPS, dans un quartier accessible et proche de toutes les commodités. Superficie du terrain : 258.9 m², Titre bleu disponible. Composition de l’immeuble :
Sous-sol : 131 m²
 Rez-de-chaussée (usage commercial)...",https://www.mubawab-media.com/ad/8/305/052F/h/thumb_40667_property_xlarge_81983273.avif
290 000 TND,Appartement s2 à vendre à sousse ville,"Sousse Ville, Sousse Ville","['70 m²', '2 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Vue sur mer', 'Piscine', 'Concierge', 'Façade extérieure', 'Antenne parabolique', 'Cheminée', 'Climatisation', 'Chauffage central', 'Sécurité', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver', 'Micro-ondes']","À vendre – Appartement S2 à Sousse Ville Situé au 3ᵉ étage d’une résidence avec ascenseur, cet appartement S2 offre une superficie de 70 m² et se compose de : Un salon lumineux Une cuisine américaine Deux chambres à coucher Une salle de bain Prix : 290 000 DT Soyez les bienvenus à notre agence Immobilière : Route de la plage, ElMenchia immeuble Panoramis hammem sousse, ou bien nous contactez, Nos agents sont à votre disposition pour toutes inform...",https://www.mubawab-media.com/ad/8/305/603F/h/50%20232%20727%20%289%29_81988764.avif
600 000 TND,À vendre: Villa inachevée – Quartier résidentiel,"Sousse Ville, Sousse Ville","['354 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Ascenseur', 'Chauffage central', 'Sécurité']","Cette villa inachevée de plain-pied incarne une véritable maison de rêve à façonner selon vos envies. Elle séduit par ses volumes généreux et sa luminosité naturelle, offrant un vaste salon élégant, un séjour chaleureux et trois magnifiques suites parentales conçues pour garantir confort, intimité et bien-être au quotidien.

La cuisine, spacieuse et modulable, permet d’imaginer un espace moderne et raffiné, complété par une salle de bain harmon...",https://www.mubawab-media.com/ad/8/305/588F/h/Design%20sans%20titre%20%284%29_81988634.avif
140 000 TND,A Vendre Appartement S1 avec meuble,"Sousse Ville, Sousse Ville","['2 Pièces', '1 Chambre', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage', 'Entre-seul', 'Salon européen', 'Chauffage central', 'Cuisine équipée']","À vendre, charmant appartement S1 meublé situé au rez-de-chaussée, idéalement placé à seulement 5 minutes de la mer et de la zone touristique.

Cet appartement lumineux et bien agencé se compose d’un salon confortable entièrement meublé, d’une chambre spacieuse avec rangements, d’une cuisine équipée fonctionnelle ainsi que d’une salle de bain moderne. L’espace a été optimisé pour offrir confort et praticité, que ce soit pour une résidence princ...",https://www.mubawab-media.com/ad/8/313/877F/h/thumb_1290647_property_xlarge_82078622.avif
320 000 TND,À Vendre – Appartement S2 à Chatt Mariem,"Chatt Meriem, Sousse Ville","['88 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Garage', 'Sécurité', 'Double vitrage', 'Cuisine équipée']","À Vendre – Appartement S2 à Chatt Mariem

À vendre appartement S2 situé à Chatt Mariem dans une résidence avec piscine, à seulement 1 minute de la plage et à proximité de toutes les commodités.

• Étage : 1er étage
• Superficie : 90 m²
• Résidence avec piscine
• Accès très proche de la plage
• Quartier calme et pratique

Appartement idéal pour habitation ou investissement locatif dans une zone touristique recherchée.

• Titre bleu dis...",
258 000 TND,S2 à vendre Cité Olympique Sousse,"Bouhssina, Sousse Ville","['122 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Concierge', 'Façade extérieure', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Cuisine équipée']","À VENDRE – Appartement S2 à Cité Olympique, Sousse

Découvrez cet appartement S2 situé au 6ème étage avec ascenseur, dans une résidence calme à Cité Olympique – Sousse.

Superficie : 122,50 m²

Salon spacieux et lumineux2 chambres à coucher avec balconCuisine fonctionnelleSalle de bainBalconPlace de parking au sous-solChauffage central

Prix : 258.000 DT

Pour plus d’informations ou pour organiser une visite gratuite, contactez-nous :55...",
1 200 000 TND,Villa de haut standing à Vendre,"Sousse Ville, Sousse Ville","['925 m²', '6 Pièces', '6 Chambres', '3 Salles de bains']","['Terrasse', 'Garage', 'Ascenseur', 'Entre-seul', 'Climatisation', 'Chauffage central', 'Sécurité']","Dans un quartier prestigieux à Sousse , Dahmen Immobilier met en vente une villa moderne bénéficie d'un terrain de 925 m² , érigée sur 3 niveaux et se compose comme suit : * Le rez de chaussée : - Spacieux salon - Salle à manger - Séjour - Une cuisine moderne , parfaitement agencée et dotée d'un acces pour l’extérieur - Deux (02) chambres à couchers avec dressing - Une salle de bain * A l'étage se trouvent : - Deux suites parentales avec 2 salles...",
288 000 TND,A VENDRE RDC de villa S4 situé à cité ettaamir,"Sousse Riadh, Sousse Ville","['228 m²', '5 Pièces', '4 Chambres', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Concierge', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée']","Réf 457a
Agence immobilière Riahi, vous propose à la vente un rez-de-chaussée de villa S4 idéalement situé à Cité Ettamir, Sousse. Ce bien spacieux s'étend sur une surface totale de 228 m² et comprend deux salons confortables, quatre chambres à coucher lumineuses, une salle de bain moderne, ainsi qu'une cuisine entièrement équipée. Un garage et une entrée indépendante viennent compléter cet ensemble résidentiel, offrant ainsi un cadre de vie fo...",
159 000 TND,"À VENDRE, Appartement S2 près de l’ISG","Sousse Ville, Sousse Ville","['65 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']",[],"Réf : 886a
L’Agence Immobilière Riahi vous propose ce logement lumineux appartement S2 situé à Sousse, près de l’ISG, au 4ᵉ étage d’un immeuble calme sans ascenseur. L’appartement dispose d’une superficie de 65 m² et comprend un salon lumineux, une cuisine fermée et fonctionnelle, deux chambres confortables, deux grandes terrasses et une salle de bain équipée. Il bénéficie d’une bonne orientation et d’une aération naturelle, avec un titre bleu d...",
